combination_type,scenario,scenario_label,scenario_purpose,network_mode,algorithm,algorithm_label,complexity,seed_index,fleet_seed,algorithm_seed,composition_regime,fleet_size,nominal_weights_json,actual_weights_json,device_counts_json,spatial_clustering,partition,baseline_curtailment_mwh,remaining_curtailment_mwh,accepted_absorption_mwh,mean_reduction_pct,availability_fraction,mean_network_scale,network_violation_steps,max_soc_violation,total_charging_mwh,excess_grid_charging_mwh,total_discharge_mwh,dataset_audit_json,protocol,mean_formula_intensity,mean_nn_intensity,mean_optimized_intensity,mean_predicted_response_kw
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),0,4175093,5175093,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,10.985281971664445,1.7763568394002505e-15,10.985281971664444,99.99999999999999,0.8942499999999999,1.0,0,0.0,10.985281971664447,3.1500727952031106e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),1,4175094,5175094,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,11.16462698856804,1.7763568394002505e-15,11.164626988568038,99.99999999999999,0.8942499999999999,1.0,0,0.0,11.164626988568038,2.0511000305608223e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),2,4175095,5175095,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,10.660883256365858,5.329070518200751e-15,10.660883256365853,99.99999999999994,0.8942499999999999,1.0,0,0.0,10.660883256365855,1.7763568394002505e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),3,4175096,5175096,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,11.326570166918783,5.329070518200751e-15,11.326570166918778,99.99999999999996,0.8942499999999997,1.0,0,0.0,11.326570166918778,2.0463630789890884e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),4,4175097,5175097,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,11.819295717876079,0.0,11.819295717876079,100.0,0.8942499999999997,1.0,0,0.0,11.81929571787608,3.247180302423658e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),5,4175098,5175098,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,11.642977669720766,1.7763568394002505e-15,11.642977669720764,99.99999999999999,0.8942499999999997,1.0,0,0.0,11.642977669720766,1.497468815614411e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),6,4175099,5175099,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,11.915579252630604,3.552713678800501e-15,11.9155792526306,99.99999999999997,0.8942500000000004,1.0,0,0.0,11.915579252630604,2.799538378894795e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),7,4175100,5175100,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,10.44381455803107,0.0,10.44381455803107,100.0,0.8942500000000004,1.0,0,0.0,10.44381455803107,2.9700686354772187e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),8,4175101,5175101,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,12.652458080956345,1.7763568394002505e-15,12.652458080956343,99.99999999999999,0.89425,1.0,0,0.0,12.652458080956343,2.1411021104237686e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
predefined_mixed_scenario,S6-A,Spatially clustered LV networks,相似网络负荷按上游、中游和末端空间聚集,aggregate,centralized_optimal,Centralized greedy UB,O(N),9,4175102,5175102,nominal,5000,"{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":0.2,""european_lv_urban_35297"":0.35,""european_lv_urban_8087"":0.25,""norway_ami_energy_distribution"":0.2}","{""european_lv_rural_2731"":1000,""european_lv_urban_35297"":1750,""european_lv_urban_8087"":1250,""norway_ami_energy_distribution"":1000}",True,test,11.800186437190643,1.7763568394002505e-15,11.800186437190641,99.99999999999999,0.8942500000000003,1.0,0,0.0,11.800186437190641,2.9084882650446767e-15,0.0,"{""european_lv_rural_2731"":{""available_profile_sources"":2731,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2},""european_lv_urban_35297"":{""available_profile_sources"":12000,""logical_devices"":1750,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1750,""weight"":0.35},""european_lv_urban_8087"":{""available_profile_sources"":5000,""logical_devices"":1250,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1250,""weight"":0.25},""norway_ami_energy_distribution"":{""available_profile_sources"":2994,""logical_devices"":1000,""mean_profile_reuse"":1.0,""profile_bootstrap"":false,""selected_unique_profile_sources"":1000,""weight"":0.2}}",dataset_combinations_mixed_physical_fleet_v1,,,,
