combination_type,pair_id,pair_label,dataset_a,dataset_a_label,weight_a,devices_a,dataset_b,dataset_b_label,weight_b,devices_b,fleet_size,seed,seed_index,network_mode,availability_mode,baseline_curtailment_mwh,remaining_curtailment_mwh,accepted_absorption_mwh,curtailment_reduction_pct,availability_fraction,mean_network_scale,network_violation_steps,max_soc_violation,profile_bootstrap_a,mean_profile_reuse_a,profile_bootstrap_b,mean_profile_reuse_b,protocol,pair_index
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360808,0,aggregate,data_driven,12.159649241582752,0.6010249085661741,11.558624333016578,95.05721837344757,0.8954740000000002,1.0,0,0.0,True,4.970178926441352,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360809,1,aggregate,data_driven,10.688246444595324,0.4836354564617409,10.204610988133583,95.47507199643307,0.8937359999999995,1.0,0,0.0,True,4.940711462450593,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360810,2,aggregate,data_driven,10.623356324487741,0.4350931374435216,10.18826318704422,95.90437217623403,0.8950600000000001,1.0,0,0.0,True,4.9800796812749,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360811,3,aggregate,data_driven,10.71717426741175,0.46481619224688764,10.252358075164862,95.66288481787332,0.8952280000000002,1.0,0,0.0,True,5.01002004008016,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360812,4,aggregate,data_driven,12.112057579019252,0.5909132519397158,11.521144327079536,95.12128102030074,0.8952299999999995,1.0,0,0.0,True,4.990019960079841,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360813,5,aggregate,data_driven,10.635970942194614,0.43949988221440606,10.196471059980208,95.86779726455589,0.8959920000000001,1.0,0,0.0,True,4.990019960079841,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360814,6,aggregate,data_driven,10.456599120702736,0.434405331053755,10.02219378964898,95.84563464622367,0.8958739999999997,1.0,0,0.0,True,4.970178926441352,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360815,7,aggregate,data_driven,10.65121202707894,0.4957254584654631,10.155486568613476,95.34583052890916,0.8956720000000001,1.0,0,0.0,True,5.020080321285141,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360816,8,aggregate,data_driven,10.376241049853567,0.46261217859009385,9.913628871263473,95.54162074331704,0.8948259999999998,1.0,0,0.0,True,4.940711462450593,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360817,9,aggregate,data_driven,10.789059601167436,0.49415244099007793,10.294907160177358,95.41987476891306,0.8954299999999998,1.0,0,0.0,True,4.9504950495049505,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360818,10,aggregate,data_driven,10.747218835749955,0.43984644807668083,10.307372387673274,95.90734631164707,0.8954440000000006,1.0,0,0.0,True,4.9504950495049505,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360819,11,aggregate,data_driven,12.164617412897343,0.5307219464990194,11.633895466398323,95.63716696970404,0.8951120000000004,1.0,0,0.0,True,4.9800796812749,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360820,12,aggregate,data_driven,12.42278742251531,0.5627085687924431,11.860078853722866,95.47035178455538,0.8953559999999999,1.0,0,0.0,True,4.9504950495049505,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360821,13,aggregate,data_driven,10.431127215074975,0.47912261990385296,9.952004595171122,95.40679918838083,0.89483,1.0,0,0.0,True,4.9800796812749,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360822,14,aggregate,data_driven,10.597625247341053,0.42524030284363157,10.172384944497422,95.98740007389557,0.8956679999999996,1.0,0,0.0,True,4.9603174603174605,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360823,15,aggregate,data_driven,10.814211467273351,0.5305706467651117,10.28364082050824,95.09376482630512,0.8946100000000001,1.0,0,0.0,True,4.9603174603174605,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360824,16,aggregate,data_driven,10.598843057174093,0.45212252318699697,10.146720533987097,95.73422758740666,0.8947020000000001,1.0,0,0.0,True,5.01002004008016,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360825,17,aggregate,data_driven,11.873118639717136,0.5147326521762032,11.358385987540933,95.66472240533035,0.8958339999999998,1.0,0,0.0,True,4.9800796812749,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360826,18,aggregate,data_driven,10.434219527978009,0.43560811718294623,9.998611410795062,95.82519693001551,0.8951700000000005,1.0,0,0.0,True,4.990019960079841,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360827,19,aggregate,data_driven,10.606676753462358,0.44416524908439037,10.162511504377967,95.81239949695458,0.8948500000000007,1.0,0,0.0,True,5.020080321285141,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
pairwise_equal_mix,P012,BDG1 + Norway,bdg1_building_data_genome,BDG1,0.5,2500,norway_ami_energy_distribution,Norway,0.5,2500,5000,21360828,20,aggregate,data_driven,10.756318465323078,0.46713485911010544,10.289183606212973,95.65711204427348,0.8944380000000005,1.0,0,0.0,True,4.940711462450593,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,11
