combination_type,pair_id,pair_label,dataset_a,dataset_a_label,weight_a,devices_a,dataset_b,dataset_b_label,weight_b,devices_b,fleet_size,seed,seed_index,network_mode,availability_mode,baseline_curtailment_mwh,remaining_curtailment_mwh,accepted_absorption_mwh,curtailment_reduction_pct,availability_fraction,mean_network_scale,network_violation_steps,max_soc_violation,profile_bootstrap_a,mean_profile_reuse_a,profile_bootstrap_b,mean_profile_reuse_b,protocol,pair_index
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060808,0,aggregate,data_driven,12.76341319520072,0.6276533733604701,12.13575982184025,95.08240183279125,0.8953319999999996,1.0,0,0.0,True,4.9504950495049505,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060809,1,aggregate,data_driven,13.276722180232778,0.7149795170497573,12.56174266318302,94.61478889635679,0.8950339999999994,1.0,0,0.0,True,4.9800796812749,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060810,2,aggregate,data_driven,15.294332926872736,1.044846754700771,14.249486172171965,93.1684058422389,0.8959560000000003,1.0,0,0.0,True,4.9603174603174605,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060811,3,aggregate,data_driven,15.158499279402264,0.993794966893379,14.164704312508885,93.44397523411983,0.8952879999999996,1.0,0,0.0,True,4.970178926441352,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060812,4,aggregate,data_driven,14.687703736913223,0.8928298675314501,13.794873869381773,93.92124266989683,0.8959439999999997,1.0,0,0.0,True,4.9800796812749,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060813,5,aggregate,data_driven,13.794135775055784,0.7466131310328539,13.04752264402293,94.58745989449393,0.8950419999999997,1.0,0,0.0,True,4.940711462450593,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060814,6,aggregate,data_driven,14.19062532732054,0.8086660426150125,13.381959284705527,94.30140656974343,0.8944760000000002,1.0,0,0.0,True,4.990019960079841,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060815,7,aggregate,data_driven,15.32889293557514,1.0275437078730771,14.301349227702064,93.29668677189099,0.8949860000000008,1.0,0,0.0,True,4.970178926441352,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060816,8,aggregate,data_driven,13.82587107028945,0.730209495478416,13.095661574811034,94.71852810021083,0.8951960000000001,1.0,0,0.0,True,5.0,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
pairwise_equal_mix,P009,BDG1 + EU-Rural,bdg1_building_data_genome,BDG1,0.5,2500,european_lv_rural_2731,EU-Rural,0.5,2500,5000,21060817,9,aggregate,data_driven,14.953581261254245,0.9646276556422801,13.988953605611965,93.5491863869313,0.89478,1.0,0,0.0,True,4.9800796812749,False,1.0,dataset_combinations_pairwise_equal_mix_curtailment_v1,8
