scenario_id,sampling_mode,partition,seed_index,seed,composition_regime
S5-A,non_unique,validation,,3682000,fixed
S5-A,non_unique,test,0,4621945,nominal
S5-A,non_unique,test,1,4621946,nominal
S5-A,non_unique,test,2,4621947,nominal
S5-A,non_unique,test,3,4621948,nominal
S5-A,non_unique,test,4,4621949,nominal
S5-A,non_unique,test,5,4621950,nominal
S5-A,non_unique,test,6,4621951,nominal
S5-A,non_unique,test,7,4621952,nominal
S5-A,non_unique,test,8,4621953,nominal
S5-A,non_unique,test,9,4621954,nominal
S5-A,non_unique,test,10,4621955,dominant_plus_15pp
S5-A,non_unique,test,11,4621956,dominant_plus_15pp
S5-A,non_unique,test,12,4621957,dominant_plus_15pp
S5-A,non_unique,test,13,4621958,dominant_plus_15pp
S5-A,non_unique,test,14,4621959,dominant_plus_15pp
S5-A,non_unique,test,15,4621960,dominant_plus_15pp
S5-A,non_unique,test,16,4621961,dominant_plus_15pp
S5-A,non_unique,test,17,4621962,dominant_plus_15pp
S5-A,non_unique,test,18,4621963,dominant_plus_15pp
S5-A,non_unique,test,19,4621964,dominant_plus_15pp
S5-A,non_unique,test,20,4621965,dominant_minus_15pp
S5-A,non_unique,test,21,4621966,dominant_minus_15pp
S5-A,non_unique,test,22,4621967,dominant_minus_15pp
S5-A,non_unique,test,23,4621968,dominant_minus_15pp
S5-A,non_unique,test,24,4621969,dominant_minus_15pp
S5-A,non_unique,test,25,4621970,dominant_minus_15pp
S5-A,non_unique,test,26,4621971,dominant_minus_15pp
S5-A,non_unique,test,27,4621972,dominant_minus_15pp
S5-A,non_unique,test,28,4621973,dominant_minus_15pp
S5-A,non_unique,test,29,4621974,dominant_minus_15pp
S5-B,unique,train,,5690000,fixed
S5-B,unique,validation,,5692000,fixed
S5-B,unique,test,0,6689632,nominal
S5-B,unique,test,1,6689633,nominal
S5-B,unique,test,2,6689634,nominal
S5-B,unique,test,3,6689635,nominal
S5-B,unique,test,4,6689636,nominal
S5-B,unique,test,5,6689637,nominal
S5-B,unique,test,6,6689638,nominal
S5-B,unique,test,7,6689639,nominal
S5-B,unique,test,8,6689640,nominal
S5-B,unique,test,9,6689641,nominal
S5-B,unique,test,10,6689642,dominant_plus_15pp
S5-B,unique,test,11,6689643,dominant_plus_15pp
S5-B,unique,test,12,6689644,dominant_plus_15pp
S5-B,unique,test,13,6689645,dominant_plus_15pp
S5-B,unique,test,14,6689646,dominant_plus_15pp
S5-B,unique,test,15,6689647,dominant_plus_15pp
S5-B,unique,test,16,6689648,dominant_plus_15pp
S5-B,unique,test,17,6689649,dominant_plus_15pp
S5-B,unique,test,18,6689650,dominant_plus_15pp
S5-B,unique,test,19,6689651,dominant_plus_15pp
S5-B,unique,test,20,6689652,dominant_minus_15pp
S5-B,unique,test,21,6689653,dominant_minus_15pp
S5-B,unique,test,22,6689654,dominant_minus_15pp
S5-B,unique,test,23,6689655,dominant_minus_15pp
S5-B,unique,test,24,6689656,dominant_minus_15pp
S5-B,unique,test,25,6689657,dominant_minus_15pp
S5-B,unique,test,26,6689658,dominant_minus_15pp
S5-B,unique,test,27,6689659,dominant_minus_15pp
S5-B,unique,test,28,6689660,dominant_minus_15pp
S5-B,unique,test,29,6689661,dominant_minus_15pp
S5-B,non_unique,train,,3690000,fixed
S5-B,non_unique,validation,,3692000,fixed
S5-B,non_unique,test,0,4689632,nominal
S5-B,non_unique,test,1,4689633,nominal
S5-B,non_unique,test,2,4689634,nominal
S5-B,non_unique,test,3,4689635,nominal
S5-B,non_unique,test,4,4689636,nominal
S5-B,non_unique,test,5,4689637,nominal
S5-B,non_unique,test,6,4689638,nominal
S5-B,non_unique,test,7,4689639,nominal
S5-B,non_unique,test,8,4689640,nominal
S5-B,non_unique,test,9,4689641,nominal
S5-B,non_unique,test,10,4689642,dominant_plus_15pp
S5-B,non_unique,test,11,4689643,dominant_plus_15pp
S5-B,non_unique,test,12,4689644,dominant_plus_15pp
S5-B,non_unique,test,13,4689645,dominant_plus_15pp
S5-B,non_unique,test,14,4689646,dominant_plus_15pp
S5-B,non_unique,test,15,4689647,dominant_plus_15pp
S5-B,non_unique,test,16,4689648,dominant_plus_15pp
S5-B,non_unique,test,17,4689649,dominant_plus_15pp
S5-B,non_unique,test,18,4689650,dominant_plus_15pp
S5-B,non_unique,test,19,4689651,dominant_plus_15pp
S5-B,non_unique,test,20,4689652,dominant_minus_15pp
S5-B,non_unique,test,21,4689653,dominant_minus_15pp
S5-B,non_unique,test,22,4689654,dominant_minus_15pp
S5-B,non_unique,test,23,4689655,dominant_minus_15pp
S5-B,non_unique,test,24,4689656,dominant_minus_15pp
S5-B,non_unique,test,25,4689657,dominant_minus_15pp
S5-B,non_unique,test,26,4689658,dominant_minus_15pp
S5-B,non_unique,test,27,4689659,dominant_minus_15pp
S5-B,non_unique,test,28,4689660,dominant_minus_15pp
S5-B,non_unique,test,29,4689661,dominant_minus_15pp
S5-C,unique,train,,5700000,fixed
S5-C,unique,validation,,5702000,fixed
S5-C,unique,test,0,6697256,nominal
S5-C,unique,test,1,6697257,nominal
S5-C,unique,test,2,6697258,nominal
S5-C,unique,test,3,6697259,nominal
S5-C,unique,test,4,6697260,nominal
S5-C,unique,test,5,6697261,nominal
S5-C,unique,test,6,6697262,nominal
S5-C,unique,test,7,6697263,nominal
S5-C,unique,test,8,6697264,nominal
S5-C,unique,test,9,6697265,nominal
S5-C,unique,test,10,6697266,dominant_plus_15pp
S5-C,unique,test,11,6697267,dominant_plus_15pp
S5-C,unique,test,12,6697268,dominant_plus_15pp
S5-C,unique,test,13,6697269,dominant_plus_15pp
S5-C,unique,test,14,6697270,dominant_plus_15pp
S5-C,unique,test,15,6697271,dominant_plus_15pp
S5-C,unique,test,16,6697272,dominant_plus_15pp
S5-C,unique,test,17,6697273,dominant_plus_15pp
S5-C,unique,test,18,6697274,dominant_plus_15pp
S5-C,unique,test,19,6697275,dominant_plus_15pp
S5-C,unique,test,20,6697276,dominant_minus_15pp
S5-C,unique,test,21,6697277,dominant_minus_15pp
S5-C,unique,test,22,6697278,dominant_minus_15pp
S5-C,unique,test,23,6697279,dominant_minus_15pp
S5-C,unique,test,24,6697280,dominant_minus_15pp
S5-C,unique,test,25,6697281,dominant_minus_15pp
S5-C,unique,test,26,6697282,dominant_minus_15pp
S5-C,unique,test,27,6697283,dominant_minus_15pp
S5-C,unique,test,28,6697284,dominant_minus_15pp
S5-C,unique,test,29,6697285,dominant_minus_15pp
S5-C,non_unique,train,,3700000,fixed
S5-C,non_unique,validation,,3702000,fixed
S5-C,non_unique,test,0,4697256,nominal
S5-C,non_unique,test,1,4697257,nominal
S5-C,non_unique,test,2,4697258,nominal
S5-C,non_unique,test,3,4697259,nominal
S5-C,non_unique,test,4,4697260,nominal
S5-C,non_unique,test,5,4697261,nominal
S5-C,non_unique,test,6,4697262,nominal
S5-C,non_unique,test,7,4697263,nominal
S5-C,non_unique,test,8,4697264,nominal
S5-C,non_unique,test,9,4697265,nominal
S5-C,non_unique,test,10,4697266,dominant_plus_15pp
S5-C,non_unique,test,11,4697267,dominant_plus_15pp
S5-C,non_unique,test,12,4697268,dominant_plus_15pp
S5-C,non_unique,test,13,4697269,dominant_plus_15pp
S5-C,non_unique,test,14,4697270,dominant_plus_15pp
S5-C,non_unique,test,15,4697271,dominant_plus_15pp
S5-C,non_unique,test,16,4697272,dominant_plus_15pp
S5-C,non_unique,test,17,4697273,dominant_plus_15pp
S5-C,non_unique,test,18,4697274,dominant_plus_15pp
S5-C,non_unique,test,19,4697275,dominant_plus_15pp
S5-C,non_unique,test,20,4697276,dominant_minus_15pp
S5-C,non_unique,test,21,4697277,dominant_minus_15pp
S5-C,non_unique,test,22,4697278,dominant_minus_15pp
S5-C,non_unique,test,23,4697279,dominant_minus_15pp
S5-C,non_unique,test,24,4697280,dominant_minus_15pp
S5-C,non_unique,test,25,4697281,dominant_minus_15pp
S5-C,non_unique,test,26,4697282,dominant_minus_15pp
S5-C,non_unique,test,27,4697283,dominant_minus_15pp
S5-C,non_unique,test,28,4697284,dominant_minus_15pp
S5-C,non_unique,test,29,4697285,dominant_minus_15pp
S6-A,unique,train,,5710000,fixed
S6-A,unique,validation,,5712000,fixed
S6-A,unique,test,0,6675093,nominal
S6-A,unique,test,1,6675094,nominal
S6-A,unique,test,2,6675095,nominal
S6-A,unique,test,3,6675096,nominal
S6-A,unique,test,4,6675097,nominal
S6-A,unique,test,5,6675098,nominal
S6-A,unique,test,6,6675099,nominal
S6-A,unique,test,7,6675100,nominal
S6-A,unique,test,8,6675101,nominal
S6-A,unique,test,9,6675102,nominal
S6-A,unique,test,10,6675103,dominant_plus_15pp
S6-A,unique,test,11,6675104,dominant_plus_15pp
S6-A,unique,test,12,6675105,dominant_plus_15pp
S6-A,unique,test,13,6675106,dominant_plus_15pp
S6-A,unique,test,14,6675107,dominant_plus_15pp
S6-A,unique,test,15,6675108,dominant_plus_15pp
S6-A,unique,test,16,6675109,dominant_plus_15pp
S6-A,unique,test,17,6675110,dominant_plus_15pp
S6-A,unique,test,18,6675111,dominant_plus_15pp
S6-A,unique,test,19,6675112,dominant_plus_15pp
S6-A,unique,test,20,6675113,dominant_minus_15pp
S6-A,unique,test,21,6675114,dominant_minus_15pp
S6-A,unique,test,22,6675115,dominant_minus_15pp
S6-A,unique,test,23,6675116,dominant_minus_15pp
S6-A,unique,test,24,6675117,dominant_minus_15pp
S6-A,unique,test,25,6675118,dominant_minus_15pp
S6-A,unique,test,26,6675119,dominant_minus_15pp
S6-A,unique,test,27,6675120,dominant_minus_15pp
S6-A,unique,test,28,6675121,dominant_minus_15pp
S6-A,unique,test,29,6675122,dominant_minus_15pp
S6-A,non_unique,train,,3710000,fixed
S6-A,non_unique,validation,,3712000,fixed
S6-A,non_unique,test,0,4675093,nominal
S6-A,non_unique,test,1,4675094,nominal
S6-A,non_unique,test,2,4675095,nominal
S6-A,non_unique,test,3,4675096,nominal
S6-A,non_unique,test,4,4675097,nominal
S6-A,non_unique,test,5,4675098,nominal
S6-A,non_unique,test,6,4675099,nominal
S6-A,non_unique,test,7,4675100,nominal
S6-A,non_unique,test,8,4675101,nominal
S6-A,non_unique,test,9,4675102,nominal
S6-A,non_unique,test,10,4675103,dominant_plus_15pp
S6-A,non_unique,test,11,4675104,dominant_plus_15pp
S6-A,non_unique,test,12,4675105,dominant_plus_15pp
S6-A,non_unique,test,13,4675106,dominant_plus_15pp
S6-A,non_unique,test,14,4675107,dominant_plus_15pp
S6-A,non_unique,test,15,4675108,dominant_plus_15pp
S6-A,non_unique,test,16,4675109,dominant_plus_15pp
S6-A,non_unique,test,17,4675110,dominant_plus_15pp
S6-A,non_unique,test,18,4675111,dominant_plus_15pp
S6-A,non_unique,test,19,4675112,dominant_plus_15pp
S6-A,non_unique,test,20,4675113,dominant_minus_15pp
S6-A,non_unique,test,21,4675114,dominant_minus_15pp
S6-A,non_unique,test,22,4675115,dominant_minus_15pp
S6-A,non_unique,test,23,4675116,dominant_minus_15pp
S6-A,non_unique,test,24,4675117,dominant_minus_15pp
S6-A,non_unique,test,25,4675118,dominant_minus_15pp
S6-A,non_unique,test,26,4675119,dominant_minus_15pp
S6-A,non_unique,test,27,4675120,dominant_minus_15pp
S6-A,non_unique,test,28,4675121,dominant_minus_15pp
S6-A,non_unique,test,29,4675122,dominant_minus_15pp
S6-B,unique,train,,5720000,fixed
S6-B,unique,validation,,5722000,fixed
S6-B,unique,test,0,6645607,nominal
S6-B,unique,test,1,6645608,nominal
S6-B,unique,test,2,6645609,nominal
S6-B,unique,test,3,6645610,nominal
S6-B,unique,test,4,6645611,nominal
S6-B,unique,test,5,6645612,nominal
S6-B,unique,test,6,6645613,nominal
S6-B,unique,test,7,6645614,nominal
S6-B,unique,test,8,6645615,nominal
S6-B,unique,test,9,6645616,nominal
S6-B,unique,test,10,6645617,dominant_plus_15pp
S6-B,unique,test,11,6645618,dominant_plus_15pp
S6-B,unique,test,12,6645619,dominant_plus_15pp
S6-B,unique,test,13,6645620,dominant_plus_15pp
S6-B,unique,test,14,6645621,dominant_plus_15pp
S6-B,unique,test,15,6645622,dominant_plus_15pp
S6-B,unique,test,16,6645623,dominant_plus_15pp
S6-B,unique,test,17,6645624,dominant_plus_15pp
S6-B,unique,test,18,6645625,dominant_plus_15pp
S6-B,unique,test,19,6645626,dominant_plus_15pp
S6-B,unique,test,20,6645627,dominant_minus_15pp
S6-B,unique,test,21,6645628,dominant_minus_15pp
S6-B,unique,test,22,6645629,dominant_minus_15pp
S6-B,unique,test,23,6645630,dominant_minus_15pp
S6-B,unique,test,24,6645631,dominant_minus_15pp
S6-B,unique,test,25,6645632,dominant_minus_15pp
S6-B,unique,test,26,6645633,dominant_minus_15pp
S6-B,unique,test,27,6645634,dominant_minus_15pp
S6-B,unique,test,28,6645635,dominant_minus_15pp
S6-B,unique,test,29,6645636,dominant_minus_15pp
S6-B,non_unique,train,,3720000,fixed
S6-B,non_unique,validation,,3722000,fixed
S6-B,non_unique,test,0,4645607,nominal
S6-B,non_unique,test,1,4645608,nominal
S6-B,non_unique,test,2,4645609,nominal
S6-B,non_unique,test,3,4645610,nominal
S6-B,non_unique,test,4,4645611,nominal
S6-B,non_unique,test,5,4645612,nominal
S6-B,non_unique,test,6,4645613,nominal
S6-B,non_unique,test,7,4645614,nominal
S6-B,non_unique,test,8,4645615,nominal
S6-B,non_unique,test,9,4645616,nominal
S6-B,non_unique,test,10,4645617,dominant_plus_15pp
S6-B,non_unique,test,11,4645618,dominant_plus_15pp
S6-B,non_unique,test,12,4645619,dominant_plus_15pp
S6-B,non_unique,test,13,4645620,dominant_plus_15pp
S6-B,non_unique,test,14,4645621,dominant_plus_15pp
S6-B,non_unique,test,15,4645622,dominant_plus_15pp
S6-B,non_unique,test,16,4645623,dominant_plus_15pp
S6-B,non_unique,test,17,4645624,dominant_plus_15pp
S6-B,non_unique,test,18,4645625,dominant_plus_15pp
S6-B,non_unique,test,19,4645626,dominant_plus_15pp
S6-B,non_unique,test,20,4645627,dominant_minus_15pp
S6-B,non_unique,test,21,4645628,dominant_minus_15pp
S6-B,non_unique,test,22,4645629,dominant_minus_15pp
S6-B,non_unique,test,23,4645630,dominant_minus_15pp
S6-B,non_unique,test,24,4645631,dominant_minus_15pp
S6-B,non_unique,test,25,4645632,dominant_minus_15pp
S6-B,non_unique,test,26,4645633,dominant_minus_15pp
S6-B,non_unique,test,27,4645634,dominant_minus_15pp
S6-B,non_unique,test,28,4645635,dominant_minus_15pp
S6-B,non_unique,test,29,4645636,dominant_minus_15pp
S6-C,unique,train,,5730000,fixed
S6-C,unique,validation,,5732000,fixed
S6-C,unique,test,0,6641334,nominal
S6-C,unique,test,1,6641335,nominal
S6-C,unique,test,2,6641336,nominal
S6-C,unique,test,3,6641337,nominal
S6-C,unique,test,4,6641338,nominal
S6-C,unique,test,5,6641339,nominal
S6-C,unique,test,6,6641340,nominal
S6-C,unique,test,7,6641341,nominal
S6-C,unique,test,8,6641342,nominal
S6-C,unique,test,9,6641343,nominal
S6-C,unique,test,10,6641344,dominant_plus_15pp
S6-C,unique,test,11,6641345,dominant_plus_15pp
S6-C,unique,test,12,6641346,dominant_plus_15pp
S6-C,unique,test,13,6641347,dominant_plus_15pp
S6-C,unique,test,14,6641348,dominant_plus_15pp
S6-C,unique,test,15,6641349,dominant_plus_15pp
S6-C,unique,test,16,6641350,dominant_plus_15pp
S6-C,unique,test,17,6641351,dominant_plus_15pp
S6-C,unique,test,18,6641352,dominant_plus_15pp
S6-C,unique,test,19,6641353,dominant_plus_15pp
S6-C,unique,test,20,6641354,dominant_minus_15pp
S6-C,unique,test,21,6641355,dominant_minus_15pp
S6-C,unique,test,22,6641356,dominant_minus_15pp
S6-C,unique,test,23,6641357,dominant_minus_15pp
S6-C,unique,test,24,6641358,dominant_minus_15pp
S6-C,unique,test,25,6641359,dominant_minus_15pp
S6-C,unique,test,26,6641360,dominant_minus_15pp
S6-C,unique,test,27,6641361,dominant_minus_15pp
S6-C,unique,test,28,6641362,dominant_minus_15pp
S6-C,unique,test,29,6641363,dominant_minus_15pp
S6-C,non_unique,train,,3730000,fixed
S6-C,non_unique,validation,,3732000,fixed
S6-C,non_unique,test,0,4641334,nominal
S6-C,non_unique,test,1,4641335,nominal
S6-C,non_unique,test,2,4641336,nominal
S6-C,non_unique,test,3,4641337,nominal
S6-C,non_unique,test,4,4641338,nominal
S6-C,non_unique,test,5,4641339,nominal
S6-C,non_unique,test,6,4641340,nominal
S6-C,non_unique,test,7,4641341,nominal
S6-C,non_unique,test,8,4641342,nominal
S6-C,non_unique,test,9,4641343,nominal
S6-C,non_unique,test,10,4641344,dominant_plus_15pp
S6-C,non_unique,test,11,4641345,dominant_plus_15pp
S6-C,non_unique,test,12,4641346,dominant_plus_15pp
S6-C,non_unique,test,13,4641347,dominant_plus_15pp
S6-C,non_unique,test,14,4641348,dominant_plus_15pp
S6-C,non_unique,test,15,4641349,dominant_plus_15pp
S6-C,non_unique,test,16,4641350,dominant_plus_15pp
S6-C,non_unique,test,17,4641351,dominant_plus_15pp
S6-C,non_unique,test,18,4641352,dominant_plus_15pp
S6-C,non_unique,test,19,4641353,dominant_plus_15pp
S6-C,non_unique,test,20,4641354,dominant_minus_15pp
S6-C,non_unique,test,21,4641355,dominant_minus_15pp
S6-C,non_unique,test,22,4641356,dominant_minus_15pp
S6-C,non_unique,test,23,4641357,dominant_minus_15pp
S6-C,non_unique,test,24,4641358,dominant_minus_15pp
S6-C,non_unique,test,25,4641359,dominant_minus_15pp
S6-C,non_unique,test,26,4641360,dominant_minus_15pp
S6-C,non_unique,test,27,4641361,dominant_minus_15pp
S6-C,non_unique,test,28,4641362,dominant_minus_15pp
S6-C,non_unique,test,29,4641363,dominant_minus_15pp
